"Computername","Severity","Title","KB","SecurityBulletin","IsDownloaded","Url","Categories","BundledUpdates","Description","IsMandatory","Deadline","SupportUrl","UninstallationNotes"
"balistoy",,"Microsoft Silverlight (KB4023307)","4023307","","False","http://go.microsoft.com/fwlink/?LinkId=849484","System.Object[]","@{Title=Installerx64; DownloadUrl=http://download.windowsupdate.com/c/msdownload/update/software/ftpk/2017/06/silverlight_x64_ad8db31020463e825c0b620d93477b5321c072d8.exe}","Microsoft Silverlight is a Web browser plug-in for Windows and Mac OS X that delivers high quality video/audio, animation, and richer Website experiences in popular Web browsers.","False",,"http://go.microsoft.com/fwlink/?LinkID=105787",
